id,bkC,bC0_1,bC0_4,bN,bOC,bkE,bU,bE,bEv,bPN,bPR,ptr46,ptr28,alpha,ll,model
58,-1.33916278215648,-4.84455563550575,-21.6680999709575,0.00174673828516512,30.6113155886194,-2.99406048369833,-1.93018542072111,1.87820466207505,2.04803661178212,-0.227014245870491,-0.512589567736928,0.999999999110352,0.999999998727897,0.981893366365863,-380.164753194389,ts_ratio_decay_stop
60,-3.03961725226551,-21.0950180431843,-72.2111441948472,0.115461123099883,160.692049629111,-3848.51981081322,1771.89970781225,3708.38757301279,-1705.45652947713,-0.171102312783529,1.21745699388028,0.967233426105043,0.860484232319731,0.0363106047605603,-417.677035729094,ts_ratio_decay_stop
61,-4.92724496339271,-88.5554849347224,-302.152684950343,-0.129124906661868,192.514359292679,-3.9233985052606,-0.583484646160125,0.863782626743118,0.520078058926099,-0.0841511355964523,-0.634980707280902,0.999999994165285,0.999999986013496,0.999999982874104,-306.992163059497,ts_ratio_decay_stop
62,-1.04229788025143,-7.72480807211097,-26.9989041440558,0.00523143283150575,24.9483575386963,-2.66704735852853,-0.943141965594529,0.607982717140093,0.632940164744231,-0.121044238131266,0.345717502058366,0.999999996687457,0.999999982128358,0.971671205998779,-546.030629393577,ts_ratio_decay_stop
63,-1.61802601395637,-63.5885258498106,-310.979109471855,0.00316736350703996,260.688273443182,-2.19324987082375,-0.605558104507915,0.447328873935877,0.540149393310771,-0.145953371266265,0.307776095115582,0.999999110117517,0.982798763652843,0.99835272979692,-537.21789001987,ts_ratio_decay_stop
64,-1.81303737341518,-131.079946750067,-355.463780186156,0.121328434717238,443.936497791895,-0.766942893540878,-2.75329253571328,0.98577157395019,1.47635478122592,-0.317815761697512,0.109749439034938,0.988914549863266,0.926075149415345,0.980263683257892,-438.832184349449,ts_ratio_decay_stop
65,-10.1810400426355,-0.837715931054238,-8.28312546536597,1.78760635093911,9.97282766623882,-1.63817442415871,-1.21425618621939,0.339381206408716,0.68228586317473,-0.0995469204801103,-0.0754216118719391,0.979999131318078,0.868595060226161,0.966501142817294,-544.950627425987,ts_ratio_decay_stop
67,-3.47772051422458,1.40093303258131,1.74826923075825,0.0950211798011504,1.61281473067954,0.01177848404984,-6.42537644478972,-0.556961617642442,4.41018999429182,-0.1447928823734,0.192540684083942,0.996337312882886,0.93385497761498,0.947809295920034,-582.771790635875,ts_ratio_decay_stop
68,-1.94365597694105,-7.49848884926681,-31.7609124420845,0.103353964868274,28.475810671263,-5.82727970881426,-1.72714438400341,1.53230896502411,1.03212396615818,-0.0261980561689808,1.43840076800892,0.999999999176289,0.99999999911409,0.952508215443629,-474.972532135571,ts_ratio_decay_stop
69,-3.16304612746591,3.86766273309034,28.5601149361483,0.112708548418356,-1.87949085010244,-6.43457085913652,-0.627926448404846,2.89280623287874,0.951090859627966,-0.245232238549622,0.721394679510267,0.994252614958083,0.999999692263727,0.946414642616297,-474.286627325092,ts_ratio_decay_stop
70,-4.60186720544388,-738.475584793412,-1482.77390106336,0.0835437832989223,3717.48612828009,-8.93577451353537,1.83590347720008,3.73392560706066,-0.178868719629271,-0.023400924647842,0.924110433243807,0.99999999821574,0.976070819938749,0.831904502215411,-311.235860874803,ts_ratio_decay_stop
71,-0.957062983382122,-378.606833139472,-760.088777396849,-0.0170445635996518,949.417440631887,-2.40814641203754,-0.234497746080587,0.988777096621406,0.238326185044017,-0.142639571572537,-0.162041587999752,0.99858890588803,0.987846060374708,0.959036364544539,-538.932506428323,ts_ratio_decay_stop
72,-105.01595701966,51.6927997262336,99.5412604766961,34.7817259487659,-82.3465041783433,-2.18090586522157,0.698144556363194,0.574770778784409,0.134070918766176,-0.137955970414642,0.119720740238056,0.999999929923059,0.999999375921967,0.990415541424056,-550.65615620338,ts_ratio_decay_stop
73,-1.27055999666891,-8.83667944643357,-33.8285522523004,-0.00696604117285476,30.238884597199,-2.83720481465066,-3.21291311348004,0.123666976167671,2.74061498225988,-0.137122631773655,0.238989454462515,0.999999999611702,0.999999998281703,0.971057939655932,-427.265363631437,ts_ratio_decay_stop
74,-1.9732034778448,-10.8193593810247,-32.4496677051352,0.133730361615075,27.6681883439803,-2.11022780896826,-0.458479912672866,0.556697283314105,0.389705091636177,-0.108220658187855,-0.126902642158037,0.993530969450963,0.985684555393192,0.999999998521205,-576.359019877803,ts_ratio_decay_stop
75,-1.22055362609465,-8.37783257398867,-34.5526088984263,0.0286631051282096,33.9433977746769,-4.24128273523893,0.97063285801038,1.02237912735499,0.287671507832244,-0.127591693656598,0.385297129587136,0.999999997733527,0.999999996364931,0.978704224808737,-523.898461082401,ts_ratio_decay_stop
76,-29.1003710276448,-20.7353372832727,-93.7899873218756,8.52702091935506,82.2316933904484,-3.40983290492821,-0.243406117289699,1.51998769858705,0.269615911924832,-0.0502308108357148,-0.208941574484183,0.999999962761576,0.99999994104007,0.970417892506265,-377.493650468067,ts_ratio_decay_stop
77,-1.2479700771457,-58.2857422279614,-149.619505443759,0.0229902710390817,151.193146603779,-2.82253837042543,-0.143142442382256,0.491341057370205,0.601665144112231,-0.108794226902293,-0.465503976520643,0.999999981889849,0.999999986952157,0.965025814282826,-516.176647992287,ts_ratio_decay_stop
78,-1.45428126703749,-29.942039714534,-123.564183378055,0.00208753010015702,157.265196661134,-4.88627127952878,0.783528192329109,1.35866369106292,0.673851226545021,-0.0815860635075473,0.706415887934794,0.999999989719125,0.999999930418052,0.93683716180136,-449.951036048259,ts_ratio_decay_stop
